Provincia,Referencia,Fecha Alta,Tipo,Operación,Superficie,Precio Venta,Fecha Venta,Vendedor
Barcelona,2970,2006-12-14,Local,Alquiler,200,1385200,2007-03-31,Joaquín
Barcelona,2971,2006-12-14,Industrial,Alquiler,291,2797092,,
Tarragona,2972,2006-12-15,Casa,Alquiler,158,1185790,,
Barcelona,2973,2006-12-15,Casa,Venta,134,1295914,,
Girona,2974,2006-12-15,Piso,Venta,200,1559800,2007-04-23,Joaquín
Tarragona,2975,2006-12-15,Local,Alquiler,164,1482068,,
Lleida,2977,2006-12-16,Local,Alquiler,248,1957960,,
Tarragona,2978,2006-12-16,Piso,Venta,174,1377210,,
Girona,2979,2006-12-16,Suelo,Alquiler,152,1147144,,
Barcelona,2980,2006-12-17,Casa,Alquiler,200,1957200,,
Barcelona,2981,2006-12-17,Piso,Alquiler,182,1421056,2007-04-04,María
Barcelona,2985,2006-12-19,Parking,Venta,200,1407200,,
Barcelona,2986,2006-12-19,Casa,Venta,281,2244066,2007-03-26,Joaquín
Tarragona,2987,2006-12-19,Piso,Alquiler,215,1408680,2007-03-20,Jesús
Tarragona,2988,2006-12-20,Piso,Alquiler,242,1492656,,
Girona,2989,2006-12-20,Local,Venta,255,1079670,,
Tarragona,2994,2006-12-23,Piso,Venta,223,1794927,,
Barcelona,2995,2006-12-23,Parking,Venta,237,1997436,,
Lleida,2996,2006-12-23,Parking,Venta,186,1844190,,
Barcelona,2999,2006-12-24,Suelo,Venta,263,1403631,,
Tarragona,3000,2006-12-24,Local,Alquiler,141,1112631,,
Lleida,3001,2006-12-25,Local,Alquiler,273,1993446,,
Girona,3002,2006-12-25,Casa,Alquiler,226,2041006,,
Girona,3004,2006-12-26,Casa,Alquiler,211,2086368,,
Girona,3007,2006-12-26,Casa,Alquiler,297,2673000,,
Girona,3008,2006-12-27,Piso,Alquiler,287,1882433,,
Girona,3010,2006-12-28,Suelo,Alquiler,292,1751124,,
Tarragona,3011,2006-12-28,Local,Alquiler,224,1646624,,
Lleida,3012,2006-12-28,Parking,Venta,182,1295840,,
Barcelona,3013,2006-12-29,Oficina,Venta,257,1245165,,
Lleida,3014,2006-12-30,Casa,Venta,135,1309365,,
Barcelona,3017,2006-12-30,Casa,Alquiler,264,1060488,2007-04-28,Joaquín
Girona,3020,2006-12-31,Parking,Venta,146,1399264,,
Girona,3021,2007-01-01,Industrial,Alquiler,199,1321161,,
Tarragona,3024,2007-01-02,Industrial,Alquiler,273,1725087,,
Lleida,3025,2007-01-04,Oficina,Alquiler,293,2662784,,
Lleida,3027,2007-01-05,Local,Alquiler,167,1335499,,
Girona,3028,2007-01-06,Parking,Venta,247,2398617,,
Lleida,3035,2007-01-08,Casa,Alquiler,269,1520119,,
Tarragona,3036,2007-01-09,Casa,Alquiler,286,1895036,,
Barcelona,3037,2007-01-09,Oficina,Venta,196,1022140,,
Barcelona,3039,2007-01-09,Suelo,Alquiler,185,1156990,,
Lleida,3040,2007-01-09,Suelo,Alquiler,238,1108128,,
Lleida,3044,2007-01-09,Oficina,Venta,169,1635413,,
Barcelona,3045,2007-01-10,Piso,Alquiler,222,1296258,,
Barcelona,3046,2007-01-10,Parking,Venta,233,1077858,2007-04-30,María
Barcelona,3047,2007-01-10,Oficina,Alquiler,196,1880032,,
Lleida,3048,2007-01-10,Local,Venta,256,1934080,,
Barcelona,3051,2007-01-11,Casa,Venta,259,1369333,,
Girona,3052,2007-01-11,Local,Venta,272,1965472,,
Girona,3053,2007-01-12,Piso,Venta,164,1425488,,
Tarragona,3055,2007-01-12,Piso,Venta,258,2204352,,
Barcelona,3057,2007-01-13,Suelo,Venta,217,1578675,,
Lleida,3059,2007-01-14,Casa,Alquiler,290,2797050,,
Barcelona,3060,2007-01-14,Suelo,Alquiler,289,2427311,,
Tarragona,3065,2007-01-15,Parking,Venta,230,1486030,,
Barcelona,3067,2007-01-16,Piso,Venta,256,1856000,,
Tarragona,3069,2007-01-17,Industrial,Venta,273,1230684,,
Girona,3070,2007-01-18,Parking,Venta,243,1857735,,
Tarragona,3071,2007-01-18,Local,Alquiler,259,1360268,,
Girona,3072,2007-01-18,Suelo,Alquiler,253,2291421,,
Tarragona,3073,2007-01-19,Suelo,Venta,236,1598664,,
Tarragona,3076,2007-01-20,Parking,Alquiler,216,2143368,,
Lleida,3077,2007-01-20,Industrial,Alquiler,184,1570624,,
Barcelona,3078,2007-01-20,Industrial,Venta,239,1517889,,
Girona,3079,2007-01-21,Local,Alquiler,149,1047917,,
Tarragona,3081,2007-01-21,Piso,Alquiler,170,1491920,,
Barcelona,3082,2007-01-21,Parking,Alquiler,268,1420132,,
Girona,3083,2007-01-22,Piso,Venta,232,1511944,,
Lleida,3088,2007-01-23,Local,Venta,204,1677492,,
Girona,3089,2007-01-23,Industrial,Venta,164,1494204,,
Tarragona,3090,2007-01-24,Local,Venta,285,2321325,,
Tarragona,3091,2007-01-25,Suelo,Venta,212,1896340,,
Barcelona,3092,2007-01-26,Parking,Alquiler,189,1788885,,
Tarragona,3093,2007-01-26,Industrial,Venta,216,1554336,,
Tarragona,3094,2007-01-26,Suelo,Alquiler,214,1086478,,
Lleida,3096,2007-01-27,Industrial,Venta,269,2189122,,
Tarragona,3097,2007-01-28,Piso,Alquiler,229,1014928,,
Barcelona,3099,2007-01-29,Oficina,Alquiler,296,2563064,,
Barcelona,3100,2007-01-29,Parking,Venta,230,1445090,,
Lleida,3101,2007-01-29,Oficina,Venta,273,2148783,,
Lleida,3102,2007-01-30,Industrial,Alquiler,198,1295712,,
Girona,3106,2007-02-01,Industrial,Alquiler,260,1636700,,
Girona,3108,2007-02-01,Local,Alquiler,229,1065995,,
Barcelona,3113,2007-02-03,Piso,Alquiler,112,1005648,,
Barcelona,3114,2007-02-03,Casa,Alquiler,158,1045486,,
Lleida,3115,2007-02-03,Parking,Venta,211,1528906,,
Girona,3117,2007-02-04,Suelo,Venta,160,1431040,,
Tarragona,3118,2007-02-05,Piso,Venta,283,2449082,,
Lleida,3120,2007-02-06,Suelo,Alquiler,260,1746420,,
Tarragona,3121,2007-02-06,Parking,Alquiler,292,2658076,,
Girona,3124,2007-02-09,Parking,Alquiler,252,2154096,,
Tarragona,3126,2007-02-10,Oficina,Venta,297,2902284,,
Lleida,3128,2007-02-10,Local,Venta,201,1817442,,
Girona,3129,2007-02-11,Industrial,Alquiler,244,1050664,,
Tarragona,3134,2007-02-12,Local,Venta,195,1468740,,
Lleida,3135,2007-02-12,Local,Alquiler,181,1048714,,
Tarragona,3138,2007-02-14,Local,Alquiler,119,1108604,,
Tarragona,3139,2007-02-15,Oficina,Alquiler,248,2357240,,
Girona,3140,2007-02-15,Industrial,Alquiler,138,1248072,,
Girona,3141,2007-02-16,Industrial,Alquiler,298,1708434,,
Girona,3144,2007-02-17,Industrial,Alquiler,288,1978848,,
Girona,3145,2007-02-17,Oficina,Venta,234,1789866,,
Girona,3146,2007-02-18,Oficina,Alquiler,174,1568610,,
Girona,3147,2007-02-18,Industrial,Venta,177,1325730,,
Tarragona,3148,2007-02-18,Industrial,Venta,210,1855770,,
Tarragona,3150,2007-02-19,Casa,Venta,198,1158894,,
Girona,3153,2007-02-19,Casa,Venta,115,1040635,,
Barcelona,3154,2007-02-20,Casa,Venta,281,1527516,,
Barcelona,3158,2007-02-22,Local,Venta,267,1127274,,
Barcelona,3162,2007-02-23,Industrial,Venta,261,2186658,,
Tarragona,3164,2007-02-23,Suelo,Venta,256,1175040,,
Lleida,3165,2007-02-24,Local,Venta,182,1433796,,
Lleida,3168,2007-02-25,Parking,Venta,291,1374975,,
Lleida,3169,2007-02-26,Industrial,Alquiler,291,2066100,,
Lleida,3170,2007-02-26,Suelo,Venta,168,1576848,,
Girona,3172,2007-02-26,Casa,Venta,163,1478573,,
Barcelona,3173,2007-02-27,Suelo,Venta,279,1395837,,
Tarragona,3175,2007-02-27,Local,Alquiler,198,1780812,,
Tarragona,3178,2007-02-28,Casa,Alquiler,113,1028074,,
Girona,3180,2007-03-01,Piso,Venta,174,1615068,,
Lleida,3182,2007-03-03,Casa,Alquiler,182,1587768,,
Barcelona,3184,2007-03-03,Piso,Alquiler,266,2233602,,
Barcelona,3185,2007-03-03,Industrial,Venta,251,1913624,,
Lleida,3186,2007-03-04,Industrial,Venta,221,1583686,,
Girona,3187,2007-03-04,Piso,Alquiler,161,1420020,,
Barcelona,3190,2007-03-05,Parking,Venta,213,1324008,,
Tarragona,3191,2007-03-05,Local,Alquiler,230,1057310,,
Barcelona,3192,2007-03-05,Piso,Venta,280,2439640,,
Girona,3193,2007-03-07,Industrial,Venta,282,2019120,,
Lleida,3195,2007-03-07,Suelo,Venta,185,1109075,,
Girona,3196,2007-03-07,Casa,Alquiler,221,2075632,,
Lleida,3197,2007-03-07,Parking,Alquiler,292,2262708,,
Girona,3198,2007-03-08,Piso,Alquiler,212,1684340,,
Tarragona,3199,2007-03-08,Oficina,Alquiler,270,1859220,,
Barcelona,3202,2007-03-09,Oficina,Venta,298,1360966,,
Tarragona,3203,2007-03-09,Suelo,Alquiler,183,1694763,,
Lleida,3206,2007-03-11,Parking,Alquiler,285,1622790,,
Lleida,3207,2007-03-11,Oficina,Alquiler,238,1195474,,
Tarragona,3208,2007-03-11,Parking,Venta,123,1083261,,
Tarragona,3214,2007-03-14,Suelo,Venta,188,1607588,,
Girona,3217,2007-03-14,Industrial,Venta,161,1020257,,
Lleida,3221,2007-03-16,Local,Alquiler,140,1134840,,
Girona,3222,2007-03-16,Parking,Venta,138,1034034,,
Lleida,3224,2007-03-16,Industrial,Venta,192,1242624,,
Tarragona,3225,2007-03-16,Casa,Venta,173,1456487,,
Tarragona,3226,2007-03-16,Local,Venta,145,1128390,,
Tarragona,3229,2007-03-17,Local,Alquiler,201,1194342,,
Girona,3236,2007-03-20,Casa,Alquiler,292,2765240,,
Barcelona,3239,2007-03-20,Local,Venta,159,1056714,,
Girona,3243,2007-03-22,Suelo,Venta,135,1096470,,
Lleida,3244,2007-03-22,Piso,Alquiler,239,1364690,,
Barcelona,3245,2007-03-22,Industrial,Alquiler,283,1800729,,
Barcelona,3246,2007-03-23,Parking,Venta,144,1035648,,
Barcelona,3248,2007-03-23,Piso,Venta,135,1298025,,
Tarragona,3250,2007-03-23,Suelo,Alquiler,213,1202811,,
Lleida,3252,2007-03-24,Local,Alquiler,245,1966615,,
Girona,3253,2007-03-24,Casa,Venta,172,1389072,,
Girona,3255,2007-03-26,Oficina,Venta,221,1194726,,
Girona,3256,2007-03-26,Piso,Alquiler,266,2010960,,
Lleida,3259,2007-03-27,Industrial,Alquiler,118,1114746,,
Lleida,3260,2007-03-27,Casa,Alquiler,132,1028676,,
Lleida,3261,2007-03-27,Industrial,Venta,269,1674794,,
Tarragona,3262,2007-03-28,Casa,Alquiler,243,1608903,,
Barcelona,3263,2007-03-29,Casa,Alquiler,197,1630569,,
Tarragona,3264,2007-03-29,Local,Alquiler,291,1475952,,
Tarragona,3266,2007-03-30,Casa,Alquiler,209,1925935,,
Barcelona,3267,2007-03-31,Casa,Venta,199,1682346,,
Barcelona,3268,2007-04-01,Industrial,Alquiler,300,2908500,,
Tarragona,3269,2007-04-01,Suelo,Alquiler,170,1178610,,
Tarragona,3271,2007-04-02,Parking,Venta,119,1056839,,
Tarragona,3272,2007-04-02,Oficina,Alquiler,218,1656364,,
Lleida,3277,2007-04-04,Parking,Venta,197,1802156,,
Girona,3281,2007-04-06,Casa,Alquiler,276,2336340,,
Barcelona,3282,2007-04-06,Parking,Alquiler,220,1296900,,
Girona,3283,2007-04-07,Oficina,Venta,279,2384334,,
Lleida,3284,2007-04-07,Local,Venta,162,1517292,,
Barcelona,3286,2007-04-07,Suelo,Alquiler,257,2490587,,
Barcelona,3288,2007-04-09,Local,Alquiler,293,2065357,,
Lleida,3289,2007-04-09,Parking,Venta,296,2914416,,
Lleida,3290,2007-04-09,Industrial,Alquiler,248,1147000,,
Lleida,3291,2007-04-10,Piso,Venta,158,1567834,,
Girona,3293,2007-04-10,Local,Alquiler,151,1028159,,
Girona,3295,2007-04-11,Parking,Venta,123,1088181,,
Lleida,3297,2007-04-11,Casa,Alquiler,273,1497132,,
Tarragona,3298,2007-04-12,Suelo,Venta,282,2689434,,
Girona,3299,2007-04-12,Parking,Alquiler,131,1224850,,
Tarragona,3302,2007-04-12,Industrial,Alquiler,225,2179125,,
Girona,3304,2007-04-12,Piso,Venta,128,1270400,,
Tarragona,3305,2007-04-13,Industrial,Venta,244,1026508,,
Lleida,3306,2007-04-14,Local,Venta,200,1760000,,
Girona,3307,2007-04-14,Parking,Venta,221,1533077,,
Tarragona,3308,2007-04-16,Local,Venta,286,1180036,,
Tarragona,3312,2007-04-17,Industrial,Alquiler,277,2129576,,
Tarragona,3313,2007-04-18,Parking,Alquiler,187,1297780,,
Barcelona,3314,2007-04-18,Casa,Venta,284,1808512,,
Tarragona,3315,2007-04-18,Industrial,Venta,179,1386892,,
Barcelona,3316,2007-04-19,Oficina,Alquiler,146,1063902,,
Girona,3317,2007-04-20,Casa,Venta,247,1804088,,
Barcelona,3323,2007-04-23,Piso,Venta,283,2686236,,
Barcelona,3326,2007-04-25,Industrial,Alquiler,296,2078216,,
Barcelona,3329,2007-04-26,Piso,Venta,264,2517504,,
Lleida,3332,2007-04-29,Oficina,Venta,190,1031320,,
Lleida,3333,2007-04-29,Industrial,Alquiler,221,1450644,,
Lleida,3337,2007-04-30,Parking,Venta,254,2140712,,
